,energydata,timeframe
0,48.95283228797843,0
1,48.907086098276295,1
2,48.862567819773275,2
3,48.819274939959314,3
4,48.77720500241896,4
5,48.736355606831474,5
6,48.69672440897089,6
7,48.658309120705866,7
8,48.62110750999977,8
9,48.58511740091067,9
10,48.55033667359137,10
11,48.51676326428929,11
12,48.48439516534661,12
13,48.45323042520025,13
14,48.42326714838172,14
15,48.39450349551727,15
16,48.36693768332791,16
17,48.34056798462925,17
18,48.31539272833168,18
19,48.2914102994402,19
20,48.268619139054614,20
21,48.247017744369344,21
22,48.22660466867354,22
23,48.20737852135104,23
24,48.1893379678804,24
25,48.17248172983481,25
26,48.15680858488228,26
27,48.142317366785385,27
28,48.129006965401494,28
29,48.11687632668261,29
30,48.10592445267548,30
31,48.0961504015215,31
32,48.087553287456814,32
33,48.08013228081226,33
34,48.07388660801332,34
35,48.06881555158023,35
36,48.06491845012792,36
37,48.062194698365964,37
38,48.060643747098695,38
39,48.060265103225106,39
40,48.06105832973893,40
41,48.06302304572854,41
42,48.06615892637706,42
43,48.07046570296229,43
44,48.075943162856674,44
45,48.08259114952747,45
46,48.09040956253654,46
47,48.0993983575405,47
48,48.10955754629058,48
49,48.12088719663285,49
50,48.13338743250791,50
51,48.14705843395117,51
52,48.16190043709275,52
53,48.17791373415736,53
54,48.19509867346453,54
55,48.21345565942838,55
56,48.23298515255781,56
57,48.25368766945642,57
58,48.2755637828224,58
59,48.29861412144878,59
60,48.322839370223186,60
61,48.34824027012799,61
62,48.374817618240215,62
63,48.402572267731664,63
64,48.431505127868775,64
65,48.46161716401267,65
66,48.492909397619236,66
67,48.52538290623902,67
68,48.559038823517206,68
69,48.59387833919379,69
70,48.62990269910341,70
71,48.667113205175404,71
72,48.70551121543379,72
73,48.745098143997275,73
74,48.78587546107933,74
75,48.827844692988066,75
76,48.87100742212631,76
77,48.915365286991594,77
78,48.960919982176144,78
79,49.00767325836684,79
80,49.055626922345354,80
81,49.10478283698795,81
82,49.155142921265686,82
83,49.206709150244265,83
84,49.259483555084074,84
85,49.31346822304021,85
86,49.3686652974625,86
87,49.425076977795456,87
88,49.48270551957825,88
89,49.54155323444479,89
90,49.60162249012366,90
91,49.66291571043818,91
92,49.725435375306326,92
93,49.78918402074079,93
94,49.854164238848945,94
95,49.920378677832886,95
96,49.9878300419894,96
97,50.05652109170994,97
98,50.126454643480734,98
99,50.197633569882605,99
100,50.27006079959116,100
101,50.34373931737667,101
102,50.41867216410407,102
103,50.494862436733065,103
104,50.57231328831801,104
105,50.65102792800796,105
106,50.731009621046695,106
107,50.8122616887726,107
108,50.89478750861894,108
109,50.97859051411351,109
110,51.06367419487886,110
111,51.15004209663224,111
112,51.2376978211856,112
113,51.326645026445604,113
114,51.41688742641359,114
115,51.508428791185565,115
116,51.601272946952314,116
117,51.695423775999245,117
118,51.7908852167065,118
119,51.8876612635489,119
120,51.985755967096,120
121,52.08517343401203,121
122,52.18591782705586,122
123,52.287993365081185,123
124,52.39140432303626,124
125,52.49615503196417,125
126,52.602249879002606,126
127,52.70969330738396,127
128,52.818489816435374,128
129,52.92864396157866,129
130,53.040160354330304,130
131,53.15304366230151,131
132,53.26729860919822,132
133,53.38292997482099,133
134,53.49994259506517,134
135,53.61834136192073,135
136,53.738131223472365,136
137,53.85931718389946,137
138,53.981904303476135,138
139,54.10589769857115,139
140,54.231302541648034,140
141,54.35812406126492,141
142,54.48636754207471,142
143,54.616038324825006,143
144,54.7471418063581,144
145,54.87968343961088,145
146,55.013668733615134,146
147,55.14910325349716,147
148,55.28599262047807,148
149,55.42434251187361,149
150,55.56415866109426,150
151,55.705446857645164,151
152,55.848212947126214,152
153,55.99246283123194,153
154,56.138202467751626,154
155,56.2854378705692,155
156,56.434175109663386,156
157,56.584420311107436,157
158,56.73617965706946,158
159,56.8894593858122,159
160,57.0442657916931,160
161,57.2006052251643,161
162,57.358484092772656,162
163,57.51790885715968,163
164,57.67888603706164,164
165,57.84142220730946,165
166,58.00552399882878,166
167,58.171198098639906,167
168,58.3384512498579,168
169,58.50729025169247,169
170,58.67772195944806,170
171,58.84975328452379,171
172,59.02339119441349,172
173,59.19864271270565,173
174,59.37551491908351,174
175,59.55401494932499,175
176,59.73414999530267,176
177,59.915927304983946,177
178,60.09935418243073,178
179,60.28443798779979,179
180,60.471186137342514,180
181,60.65960610340501,181
182,60.84970541442808,182
183,61.04149165494724,183
184,61.23497246559267,184
185,61.43015554308929,185
186,61.62704864025667,186
187,61.82565956600911,187
188,62.0259961853556,188
189,62.228066419399866,189
190,62.43187824534022,190
191,62.63743969646985,191
192,62.84475886217648,192
193,63.05384388794258,193
194,63.264702975345344,194
195,63.477344382056685,195
196,63.69177642184315,196
197,63.90800746456601,197
198,64.12604593618126,198
199,64.34590031873958,199
200,64.56757915038632,200
201,64.79109102536155,201
202,65.01644459400005,202
203,65.24364856273127,203
204,65.47271169407941,204
205,65.7036428066633,205
206,65.9364507751965,206
207,66.17114453048727,207
208,66.40773305943861,208
209,66.64622540504811,209
210,66.88663066640821,210
211,67.12895799870589,211
212,67.37321661322294,212
213,67.61941577733579,213
214,67.86756481451563,214
215,68.11767310432828,215
216,68.36975008243425,216
217,68.62380524058885,217
218,68.87984812664202,218
219,69.13788834453837,219
220,69.39793555431724,220
221,69.65999947211273,221
222,69.92408987015351,222
